,ESS_SoC,ESS_SoC_appr,SoC_EV1,SoC_EV1_appr,SoC_EV2,SoC_EV2_appr,SoC_EV3,SoC_EV3_appr,SoC_EV4,SoC_EV4_appr,SoC_EV5,SoC_EV5_appr,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,VAC_SoC,VAC_SoC_appr
10,80.0,80,0.6573975044563283,0.65,0.6573975044563283,0.65,0.6573975044563283,0.65,0.7497326203208559,0.75,0.7497326203208559,0.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,0.6943315508021394,70.0
11,80.0,80,0.5948306595365422,0.6,0.5948306595365422,0.6,0.5948306595365422,0.6,0.6871657754010698,0.675,0.6871657754010698,0.675,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,0.6317647058823533,62.5
12,90.0,90,0.5322638146167562,0.525,0.5322638146167562,0.525,0.5322638146167562,0.525,0.6245989304812838,0.625,0.6245989304812838,0.625,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,0.5691978609625672,57.5
13,90.0,90,0.4696969696969701,0.475,0.4696969696969701,0.475,0.4696969696969701,0.475,0.5620320855614978,0.55,0.5620320855614978,0.55,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,0.506631016042781,50.0
14,100.0,100,0.40713012477718397,0.4,0.40713012477718397,0.4,0.40713012477718397,0.4,0.4994652406417117,0.5,0.4994652406417117,0.5,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,0.4440641711229951,45.0
15,100.0,100,0.34456327985739793,0.35,0.34456327985739793,0.35,0.34456327985739793,0.35,0.4368983957219256,0.425,0.4368983957219256,0.425,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,0.381497326203209,37.5
16,100.0,100,0.28199643493761184,0.275,0.28199643493761184,0.275,0.28199643493761184,0.275,0.3743315508021395,0.375,0.3743315508021395,0.375,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,0.3189304812834229,32.5
17,100.0,100,0.21942959001782567,0.225,0.21942959001782567,0.225,0.21942959001782567,0.225,0.3117647058823534,0.3,0.3117647058823534,0.3,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,0.2563636363636368,25.0
18,100.0,100,0.15686274509803966,0.15,0.15686274509803966,0.15,0.15686274509803966,0.15,0.2491978609625673,0.25,0.2491978609625673,0.25,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,0.1937967914438507,20.0
19,100.0,100,0.09429590017825357,0.1,0.09429590017825357,0.1,0.09429590017825357,0.1,0.1866310160427812,0.175,0.1866310160427812,0.175,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,0.1312299465240646,12.5
20,100.0,100,0.39802745933359057,0.4,0.39802745933359057,0.4,0.39802745933359057,0.4,0.8560336773097758,0.85,0.8560336773097758,0.85,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,0.5812299465240646,57.5
21,90.0,90,0.7723590101357296,0.775,0.7723590101357296,0.775,0.7723590101357296,0.775,1.0,1.0,1.0,1.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.8634154060814377,87.5
22,60.00000000000001,60,0.7723590101357296,0.775,0.7723590101357296,0.775,0.7723590101357296,0.775,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,0.8634154060814377,87.5
23,50.000000000000014,50,0.855692343469063,0.85,0.855692343469063,0.85,0.855692343469063,0.85,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.9134154060814377,92.5
