,ESS_SoC,ESS_SoC_appr,SoC_EV1,SoC_EV1_appr,SoC_EV2,SoC_EV2_appr,SoC_EV3,SoC_EV3_appr,SoC_EV4,SoC_EV4_appr,SoC_EV5,SoC_EV5_appr,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,VAC_SoC,VAC_SoC_appr
0,40.0,40,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000004,20.0
1,30.000000000000004,30,0.574331550802139,0.575,0.574331550802139,0.575,0.574331550802139,0.575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.7445989304812834,75.0
2,40.0,40,0.7826648841354724,0.775,0.7826648841354724,0.775,0.7826648841354724,0.775,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,0.8695989304812834,87.5
3,40.0,40,0.9076648841354724,0.9,0.9076648841354724,0.9,0.9076648841354724,0.9,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,0.9445989304812832,95.0
4,50.0,50,0.9076648841354724,0.9,0.9076648841354724,0.9,0.9076648841354724,0.9,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,0.9445989304812832,95.0
5,60.0,60,0.9076648841354724,0.9,0.9076648841354724,0.9,0.9076648841354724,0.9,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,0.9445989304812832,95.0
6,70.0,70,0.9076648841354724,0.9,0.9076648841354724,0.9,0.9076648841354724,0.9,0.9374331550802142,0.925,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,0.932085561497326,92.5
7,80.0,80,0.949331550802139,0.95,0.949331550802139,0.95,0.949331550802139,0.95,0.8748663101604279,0.875,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,0.9445721925133688,95.0
8,70.0,70,0.949331550802139,0.95,0.8867647058823529,0.875,0.8867647058823529,0.875,0.8122994652406419,0.8,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,0.9070320855614972,90.0
9,49.99999999999999,50,0.8867647058823529,0.875,1.0,1.0,0.8241978609625669,0.825,0.7497326203208559,0.75,0.9374331550802142,0.925,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,0.8796256684491981,87.5
