,ESS_SoC,ESS_SoC_appr,SoC_EV1,SoC_EV1_appr,SoC_EV2,SoC_EV2_appr,SoC_EV3,SoC_EV3_appr,SoC_EV4,SoC_EV4_appr,SoC_EV5,SoC_EV5_appr,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,VAC_SoC,VAC_SoC_appr
10,60.0,60,0.8241978609625669,0.825,0.8241978609625669,0.825,0.8241978609625669,0.825,0.8748663101604279,0.875,0.7497326203208559,0.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,0.8194385026737968,82.5
11,70.0,70,0.7616310160427808,0.75,0.7616310160427808,0.75,0.7616310160427808,0.75,0.8122994652406419,0.8,0.6871657754010698,0.675,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,0.7568716577540108,75.0
12,80.0,80,0.6990641711229948,0.7,0.6990641711229948,0.7,0.6990641711229948,0.7,0.7497326203208559,0.75,0.6245989304812838,0.625,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,0.6943048128342247,70.0
13,80.0,80,0.6364973262032088,0.625,0.6364973262032088,0.625,0.6364973262032088,0.625,0.6871657754010698,0.675,0.5620320855614978,0.55,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,0.6317379679144387,62.5
14,90.0,90,0.5739304812834227,0.575,0.5739304812834227,0.575,0.5739304812834227,0.575,0.6245989304812838,0.625,0.4994652406417117,0.5,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,0.5691711229946527,57.5
15,90.0,90,0.5113636363636367,0.5,0.5113636363636367,0.5,0.5113636363636367,0.5,0.5620320855614978,0.55,0.4368983957219256,0.425,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,0.5066042780748666,50.0
16,100.0,100,0.4487967914438506,0.45,0.4487967914438506,0.45,0.4487967914438506,0.45,0.4994652406417117,0.5,0.3743315508021395,0.375,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,0.4440374331550805,45.0
17,100.0,100,0.3862299465240645,0.375,0.3862299465240645,0.375,0.3862299465240645,0.375,0.4368983957219256,0.425,0.3117647058823534,0.3,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,0.3814705882352945,37.5
18,100.0,100,0.3236631016042784,0.325,0.3236631016042784,0.325,0.3236631016042784,0.325,0.3743315508021395,0.375,0.2491978609625673,0.25,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,0.3189037433155084,32.5
19,100.0,100,0.2610962566844923,0.25,0.2610962566844923,0.25,0.2610962566844923,0.25,0.3117647058823534,0.3,0.1866310160427812,0.175,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,0.2563368983957223,25.0
20,100.0,100,0.5791656260993456,0.575,0.5791656260993456,0.575,0.5791656260993456,0.575,0.9065544266881292,0.9,0.8876331869924455,0.9,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,0.7063368983957222,70.0
21,80.0,80,0.9534971769014846,0.95,0.9534971769014846,0.95,0.9534971769014846,0.95,1.0,1.0,0.9876331869924456,1.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.96962494353938,97.5
22,60.00000000000001,60,0.9534971769014846,0.95,0.9534971769014846,0.95,0.9534971769014846,0.95,1.0,1.0,0.9876331869924456,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,0.96962494353938,97.5
23,60.00000000000001,60,0.9951638435681512,1.0,0.9951638435681512,1.0,0.9951638435681512,1.0,1.0,1.0,0.9876331869924455,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.9946249435393798,100.0
