,ESS_SoC,ESS_SoC_appr,SoC_EV1,SoC_EV1_appr,SoC_EV2,SoC_EV2_appr,SoC_EV3,SoC_EV3_appr,SoC_EV4,SoC_EV4_appr,SoC_EV5,SoC_EV5_appr,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,VAC_SoC,VAC_SoC_appr
10,70.0,70,0.6573975044563283,0.65,0.6573975044563283,0.65,0.6573975044563283,0.65,0.7497326203208559,0.75,0.8748663101604279,0.875,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,0.7193582887700537,72.5
11,80.0,80,0.5948306595365422,0.6,0.5948306595365422,0.6,0.5948306595365422,0.6,0.6871657754010698,0.675,0.8122994652406419,0.8,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,0.6567914438502677,65.0
12,90.0,90,0.5322638146167562,0.525,0.5322638146167562,0.525,0.5322638146167562,0.525,0.6245989304812838,0.625,0.7497326203208559,0.75,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,0.5942245989304816,60.0
13,90.0,90,0.4696969696969701,0.475,0.4696969696969701,0.475,0.4696969696969701,0.475,0.5620320855614978,0.55,0.6871657754010698,0.675,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,0.5316577540106955,52.5
14,100.0,100,0.40713012477718397,0.4,0.40713012477718397,0.4,0.40713012477718397,0.4,0.4994652406417117,0.5,0.6245989304812838,0.625,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,0.4690909090909096,47.5
15,90.0,90,0.34456327985739793,0.35,0.34456327985739793,0.35,0.34456327985739793,0.35,0.4368983957219256,0.425,0.5620320855614978,0.55,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,0.4065240641711234,40.0
16,50.0,50,0.28199643493761184,0.275,0.28199643493761184,0.275,0.28199643493761184,0.275,0.3743315508021395,0.375,0.4994652406417117,0.5,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,0.3439572192513373,35.0
17,30.0,30,0.21942959001782567,0.225,0.21942959001782567,0.225,0.21942959001782567,0.225,0.3117647058823534,0.3,0.4368983957219256,0.425,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,0.28139037433155123,27.5
18,20.0,20,0.15686274509803966,0.15,0.15686274509803966,0.15,0.15686274509803966,0.15,0.2491978609625673,0.25,0.3743315508021395,0.375,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,0.21882352941176514,22.5
19,60.00000000000001,60,0.09429590017825357,0.1,0.09429590017825357,0.1,0.09429590017825357,0.1,0.1866310160427812,0.175,0.3117647058823534,0.3,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,0.15625668449197905,15.0
20,40.00000000000001,40,0.3416831875009173,0.35,0.3416831875009173,0.35,0.3416831875009173,0.35,0.7318549267814091,0.725,0.7743789331757345,0.775,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,0.506256684491979,50.0
21,80.0,80,0.7160147383030564,0.725,0.7160147383030564,0.725,0.7160147383030564,0.725,1.0,1.0,0.9993789331757345,1.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.8294846296169807,82.5
22,60.00000000000001,60,0.757681404969723,0.75,0.757681404969723,0.75,0.757681404969723,0.75,1.0,1.0,0.9993789331757345,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,0.8544846296169808,85.0
23,50.000000000000014,50,0.7993480716363897,0.8,0.7993480716363897,0.8,0.7993480716363897,0.8,1.0,1.0,0.9993789331757345,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.8794846296169807,87.5
